DT,Velocity X,Velocity Y,Velocity Z,Acceleration X,Acceleration Y,Acceleration Z,Angle X,Angle Y,Angle Z
0.0299403,0.294771,0.3178246,-0.1354561,-0.04781729,0.03992155,-1.001732,-0.03911818,0.1682128,0.007112992
0.0249326,-0.1214663,0.3471979,0.1539761,-0.05026125,0.0397853,-1.001273,-0.04214665,0.1768693,0.01095202
0.026892,-0.7107686,0.394124,0.0002891486,-0.04673329,0.04126438,-1.000975,-0.06126064,0.1874681,0.01095979
0.0289563,-0.4369963,0.8459822,0.2663543,-0.04839168,0.04263241,-1.005888,-0.07391444,0.2119646,0.01867243
0.0269225,0.6274014,0.602842,-0.1582294,-0.0477925,0.03883515,-1.003578,-0.05702323,0.2281946,0.0144125
0.025931,0.4824941,0.5173398,-0.3577217,-0.04578193,0.03917374,-0.9980356,-0.04451167,0.2416098,0.005136413
0.0319404,-0.6588528,0.9607221,-0.1372496,-0.04620316,0.04055787,-1.004528,-0.06555569,0.2722956,0.0007526046
0.0249393,0.3851581,0.7047412,0.1001708,-0.04538088,0.03956374,-1.001338,-0.05595012,0.2898713,0.003250795
0.0248989,0.5116833,0.412542,0.5007313,-0.04673358,0.03930622,-1.000253,-0.04320977,0.3001432,0.01571845
0.0269556,0.2299803,0.8918818,0.1409431,-0.04733986,0.03979509,-1.000747,-0.03701051,0.3241844,0.01951766
0.0239426,0.2383017,1.556761,-0.4124013,-0.04416432,0.04030165,-1.001318,-0.03130495,0.3614573,0.0096437
0.0239508,-0.1815986,1.403949,0.2175461,-0.04111642,0.04019236,-1.001159,-0.03565438,0.395083,0.0148541
0.0219295,-0.1558476,1.077781,0.9670015,-0.04558208,0.03909894,-1.005021,-0.03907204,0.4187182,0.03605996
0.0248828,0.6222593,0.7439439,0.5838735,-0.04683591,0.03882803,-1.001851,-0.02358849,0.4372296,0.05058837
0.0289485,0.5920987,1.239955,-0.3873182,-0.04500255,0.04018478,-1.002677,-0.00644812,0.4731244,0.03937609
0.0249397,0.8185155,1.665581,-0.8077873,-0.04101062,0.04116214,-1.000048,0.01396541,0.5146635,0.01923012
0.0279277,0.1775595,1.549652,-0.4263682,-0.03940085,0.03983785,-1.001753,0.01892424,0.5579417,0.007322633
0.0248963,0.114235,1.185546,0.4306701,-0.04010219,0.03973055,-1.004459,0.02176827,0.5874574,0.01804473
0.0219778,0.6801644,0.8714945,0.6726899,-0.0415691,0.03788629,-1.003509,0.03671679,0.606611,0.03282897
0.0239028,0.8427143,0.643504,0.3719153,-0.0386569,0.03544305,-1.001284,0.05686001,0.6219925,0.04171878
0.0229743,0.3528056,1.128655,0.4857628,-0.04146905,0.0355485,-1.000705,0.06496548,0.6479226,0.05287885
0.0259333,-0.2570682,1.532172,-0.3540804,-0.0406188,0.03775299,-1.00117,0.05829885,0.6876569,0.04369637
